Rank,Player,Position,Team,Value,PositionRank,Age,Kept,Traded,Cut
386,"Isaiah Hodgins",WR,NYG,1160,164,27.4,10483,10324,10945
387,"Israel Abanikanda",RB,DAL,1157,114,23.4,10777,10857,9513
388,"Cade Klubnik",QB,FA,1155,47,-1,39,54,22
389,"Frank Gore Jr.",RB,BUF,1147,116,24,7981,7646,6581
390,"Sione Vaki",RB,DET,1137,117,24.6,6804,6533,5093
391,"Jared Wiley",TE,KCC,1135,64,25.4,7597,7581,5787
392,"Tyler Johnson",WR,NYJ,1134,165,27.6,11208,11432,12510
393,"Jameis Winston",QB,NYG,1119,48,32.2,7615,7938,7451
394,"Brock Wright",TE,DET,1114,65,27.3,7319,7129,8251
395,"Deuce Vaughn",RB,DEN,1112,118,24.4,9483,9531,9254
396,"Terrell Jennings",RB,NEP,1100,119,25,1560,1254,1184
397,"Riley Leonard",QB,IND,1085,49,23.5,660,804,442
398,"Jamari Thrash",WR,CLE,1082,166,25.2,6689,6586,5906
399,"Nick Chubb",RB,HOU,1078,120,30.2,32676,34672,37242
400,"Cam Akers",RB,SEA,1076,121,26.7,28053,29243,25648
401,"Joe Flacco",QB,CIN,1068,50,41.2,3156,3076,2647
402,"JuJu Smith-Schuster",WR,KCC,1067,167,29.3,27888,29049,29347
403,"Luke Altmyer",QB,FA,1058,51,-1,17,64,13
404,"Jeremy McNichols",RB,WAS,1056,122,30.2,4601,4433,4990
405,"Demarcus Robinson",WR,SFO,1055,168,31.5,12084,12258,11482
406,"Nick Westbrook-Ikhine",WR,FA,1054,169,29,10692,10612,12413
407,"Marcus Mariota",QB,WAS,1053,52,32.4,3445,3444,3133
408,"Xavier Gipson",WR,NYG,1046,170,25,7292,7133,7699
409,"Elijah Mitchell",RB,NEP,1045,123,27.9,24621,24778,26305
410,"Tyler Scott",WR,LAR,1042,171,24.4,7804,7582,7469
411,"Ty Chandler",RB,MIN,1036,124,27.8,13209,12996,13209
412,"Bub Means",WR,NOS,1028,172,25.2,6968,6661,5500
413,"Curtis Samuel",WR,FA,1022,173,29.6,23831,24280,24738
414,"Miles Sanders",RB,DAL,1018,125,28.9,27238,27715,27467
415,"Ainias Smith",WR,CAR,1012,174,24.8,6446,6255,5259
416,"Charlie Kolar",TE,LAC,1008,66,27.1,5758,5640,5470
417,"Samaje Perine",RB,CIN,1007,126,30.5,12765,12812,14731
418,"Jeremy Ruckert",TE,NYJ,987,67,25.6,9586,9796,9479
419,"Grant Calcaterra",TE,PHI,985,68,27.3,3137,2883,3069
420,"DeAndre Hopkins",WR,BAL,981,175,33.8,28825,30333,38228
421,"Jawhar Jordan",RB,HOU,977,127,26.6,2014,1809,1410
422,"Brenden Rice",WR,LVR,967,176,24,8544,8593,7323
423,"Zavier Scott",RB,MIN,952,128,26.7,1913,1661,1454
424,"Antonio Gibson",RB,FA,949,129,27.7,27923,28588,29454
425,"Khalil Herbert",RB,NYJ,949,130,27.9,23865,23865,25163
426,"Kirk Cousins",QB,FA,946,53,37.6,11837,12859,12203
427,"Johnny Wilson",WR,PHI,942,177,25,7350,7373,6466
428,"Zamir White",RB,LVR,920,131,26.5,22887,22972,21511
429,"Alexander Mattison",RB,MIA,918,132,27.7,22523,22967,24363
430,"Reggie Virgil",WR,FA,915,178,-1,64,310,47
431,"Kendall Milton",RB,CIN,912,133,24.1,3716,3479,2995
432,"Kenny McIntosh",RB,SEA,902,134,26,7013,7043,7520
433,"Julius Chestnut",RB,TEN,898,135,25.4,7197,6611,6581
434,"LaJohntay Wester",WR,BAL,898,179,24,2031,1787,1196
435,"AJ Dillon",RB,PHI,893,136,27.9,27519,28112,27904
436,"Tylan Wallace",WR,BAL,892,180,26.8,9354,9498,10254
437,"Derius Davis",WR,LAC,889,181,25.5,6117,5940,6157
438,"Mecole Hardman",WR,BUF,888,182,28,18877,19302,21232
439,"Zay Jones",WR,ARI,877,183,31,14479,14897,15246
440,"Jermaine Burton",WR,FA,863,185,24.7,11567,11702,9111
441,"Van Jefferson",WR,WAS,856,186,29.6,18383,17409,18832
442,"Will Dissly",TE,FA,846,69,29.7,11602,11728,12073
443,"Trey Lance",QB,LAC,837,54,25.8,12943,14449,11092
444,"Tyler Conklin",TE,DET,818,70,30.6,14361,14844,15752
445,"Noah Brown",WR,WAS,803,188,30.2,10684,10556,12111
446,"Malik Heath",WR,ATL,801,189,26,5242,5061,4843
447,"Josh Oliver",TE,MIN,787,73,29,8547,8648,7777
448,"Jake Browning",QB,TBB,772,55,29.9,2321,2186,1899
449,"Kenny Pickett",QB,CAR,695,56,27.8,7907,8786,7442
450,"Sam Howell",QB,DAL,674,57,25.5,6733,7317,6112
451,"Zach Wilson",QB,MIA,651,58,26.6,8929,10098,7603
452,"Carson Wentz",QB,MIN,640,59,33.2,4270,4856,4205
453,"Tyler Huntley",QB,BAL,613,60,28.1,3557,3697,3686
454,"Aidan O'Connell",QB,LVR,534,61,27.5,3848,3855,3470
455,"Will Levis",QB,TEN,521,62,26.7,5681,6420,5080
456,"Tanner McKee",QB,PHI,462,63,25.9,684,640,591
457,"Mason Rudolph",QB,PIT,406,64,30.7,1554,1628,1477
458,"Drew Lock",QB,SEA,399,65,29.4,4560,4801,4048
459,"Gardner Minshew",QB,ARI,380,66,29.8,5396,5617,4974
460,"Tyson Bagent",QB,CHI,266,77,25.8,885,896,724
461,"Davis Mills",QB,HOU,258,79,27.4,4613,5120,4578
462,"Kyle McCord",QB,GBP,253,80,23.5,19,25,20
463,"Tyrod Taylor",QB,NYJ,233,82,36.6,1184,1287,1214
464,"Max Brosmer",QB,MIN,50,106,25,153,204,95
