Rank,Player,Position,Team,Value,PositionRank,Age,Kept,Traded,Cut
430,"Miles Sanders",RB,DAL,877,126,28.9,39053,40469,41011
431,"Kendall Milton",RB,CIN,874,127,24.2,3397,3223,2779
432,"Zavier Scott",RB,MIN,857,128,26.7,1932,1675,1492
433,"Kenny McIntosh",RB,SEA,856,129,26.1,9971,10074,10228
434,"DeAndre Hopkins",WR,BAL,852,171,33.8,39591,40904,53038
435,"Ainias Smith",WR,CAR,844,172,24.8,6284,6190,5305
436,"Brenden Rice",WR,LVR,842,173,24.1,9038,9331,7843
437,"Khalil Herbert",RB,NYJ,835,130,28,32489,33080,33713
438,"JuJu Smith-Schuster",WR,KCC,827,174,29.4,36158,37311,39032
439,"Jake Browning",QB,TBB,827,67,30,11385,11232,9963
440,"Alexander Mattison",RB,MIA,813,131,27.8,32842,33738,35360
441,"Johnny Wilson",WR,PHI,811,175,25,7621,7794,6882
442,"AJ Dillon",RB,CAR,800,132,27.9,38419,39770,39752
443,"Kyle McCord",QB,GBP,772,68,23.6,2722,2756,1856
444,"Antonio Gibson",RB,FA,770,133,27.8,38686,40426,41653
445,"Carson Wentz",QB,MIN,767,69,33.3,19720,20227,15836
446,"Tylan Wallace",WR,CLE,760,176,26.9,11789,12062,13011
447,"Zay Jones",WR,ARI,753,177,31,20793,21078,21357
448,"Julius Chestnut",RB,TEN,748,134,25.4,9241,8859,8924
449,"Van Jefferson",WR,WAS,746,178,29.7,23712,23536,25140
450,"Noah Brown",WR,WAS,743,179,30.2,14817,14771,16842
451,"Curtis Samuel",WR,FA,740,180,29.7,32471,33145,34039
452,"Mecole Hardman",WR,BUF,739,181,28.1,24397,24895,27663
453,"Tyler Conklin",TE,DET,739,69,30.7,19483,19735,21427
454,"Josh Oliver",TE,MIN,733,70,29,10624,10791,10023
455,"Malik Heath",WR,ATL,727,182,26.1,5670,5553,5215
456,"LaJohntay Wester",WR,BAL,720,183,24,2100,1901,1304
457,"Tyrod Taylor",QB,NYJ,703,70,36.7,9586,9653,8654
458,"Adam Trautman",TE,DEN,698,71,29.2,17753,17896,19893
459,"Zamir White",RB,FA,698,135,26.6,28295,28950,27100
460,"Barion Brown",WR,FA,691,184,-1,102,411,96
461,"Derius Davis",WR,LAC,690,185,25.6,6853,6789,6669
462,"Jermaine Burton",WR,FA,686,186,24.8,12675,13122,10006
463,"Sterling Shepard",WR,TBB,684,187,33.2,13866,14149,14397
464,"Taysom Hill",TE,NOS,682,72,35.6,20696,21023,21381
